507839,30
865840,90
606158,75
541811,55
333663,85
568102,30
774570,30
476089,3
673034,30
791340,60
311838,75
4231,45
337996,95
271150,15
159763,48
150344,80
217328,80
25244,10
678529,50
527793,70
186335,25
35306,10
916576,30
816948,95
140761,85
91189,30
985771,50
856811,30
996690,39
877665,45
69960,80
172555,55
811372,50
881974,80
296219,75
489808,80
140761,90
314427,60
388583,25
931760,30
140188,50
42322,5
301271,50
611102,60
223845,60
895205,90
708372,90
474220,20
753179,40
159763,45
139575,65
133305,70
748517,50
683160,65
45073,65
181680,20
336209,80
304624,80
959676,55
682821,30
816462,40
784941,60
996690,45
285213,40
256282,35
324584,50
875046,55
146609,40
665744,40
402004,90
879161,50
483795,55
988749,60
742315,75
314755,15
346791,80
584434,25
854198,90
551105,50
258549,75
362700,70
904568,90
324584,25
289902,90
149009,75
597523,20
150344,90
669731,75
924483,65
77553,50
276679,60
262546,40
373462,50
445939,65
835726,90
219304,95
363007,85
731566,65
811838,55
172555,50
630649,85
585075,30
706827,50
442493,50
699226,10
134383,50
766198,20
871467,50
820324,50
220111,60
116864,40
527793,85
820324,55
220151,75
611551,55
556431,60
634967,60
722697,50
489808,65
358215,55
919245,10
662610,95
709255,20
364168,20
327754,75
501185,25
395563,20
170265,15
554124,80
950386,50
888928,75
42322,5
89849,60
694658,65
97616,55
939291,50
648079,95
950386,50
672650,95
427725,5
757754,80
924483,65
77553,50
276679,60
262546,40
373462,50
445939,65
835726,90
219304,95
363007,85
731566,65
811838,55
172555,50
630649,85
585075,30
706827,50
442493,50
699226,10
134383,50
766198,20
871467,50
820324,50
220111,60
116864,40
527793,85
820324,55
220151,75
611551,55
556431,60
634967,60
722697,50
489808,65
358215,55
919245,10
662610,95
709255,20
364168,20
327754,75
501185,25
395563,20
170265,15
554124,80
950386,50
888928,75
42322,5
89849,60
694658,65
97616,55
939291,50
648079,95
950386,50
672650,95
427725,5
757754,80
285765,40
540027,70
13876,80
618844,50
259181,40
819403,90
917211,70
761289,60
862211,80
13624,60
360436,70
784941,90
474372,70
541177,90
736629,90
396996,70
68249,30
70695,40
181680,20
891332,80
223410,40
12356,30
745230,20
158408,50
723015,90
346791,70
782732,70
91189,20
862672,30
444805,100
735660,50
609313,30
123961,50
387914,30
337996,90
840818,40
79412,40
465938,60
396412,30
420271,60
950281,30
131870,90
354775,90
957866,40
140995,90
117711,90
16793,50
715199,80
261182,30
920545,40
863875,30
762164,90
904568,90
630745,60
618844,50
727419,90
854198,80
300328,70
42322,60
319258,50
307013,50
149009,60
820146,60
476088,60
709255,60
438995,90
751315,80
640418,60
435230,50
455058,50
823529,80
188240,60
540175,50
682821,80
124289,60
738586,60
624282,80
149009,60
975819,80
218352,90
561660,90
365346,80
866968,80
885843,50
819549,80
8690,80
793432,40
505289,80
122003,10
357733,80
687733,30
533944,45
441233,45
112748,45
258753,30
786405,60
600742,45
613737,90
166462,65
916576,50
912961,80
426712,30
833979,50
188240,40
423746,50
138814,30
258864,45
290011,65
60265,50
147387,60
662213,90
559136,60
811835,40
372585,80
346708,100
285018,100
607193,80
476088,80
268690,70
818438,70
797343,9
943571,100
909652,80
865151,70
54415,70
891706,100
641401,30
136096,75
789899,60
780344,50
785723,85
42322,25
68008,50
711798,45
186728,95
605658,50
5961,60
694088,50
152944,65
847082,80
958913,50
786405,70
895711,80
967244,80
829574,30
541752,80
425777,70
70247,40
347156,70
558810,50
915487,50
218352,95
230186,40
500700,40
757432,35
85639,40
825938,50
650161,40
900314,90
208955,45
952782,35
404380,50
613868,60
533061,95
354775,95
772324,100
351051,30
402040,35
607193,75
799286,80
126208,80
150333,50
863875,35
82810,55
996690,45
537879,60
766945,60
859733,50
644618,50
909652,70
575377,75
618844,60
271150,50
162108,60
817336,50
148019,45
126211,45
433064,80
473829,50
17150,55
416537,60
94745,75
13624,70
689313,60
972477,100
651333,70
858007,60
799286,80
968643,60
717513,70
510621,70
636724,80
885399,100
519108,80
360074,20
540027,80
991199,30
914523,5
114435,70
804737,5
952782,15
167580,30
495636,40
957866,30
244983,30
273306,30
319258,30
81795,15
331173,10
635780,60
636675,60
108617,60
567763,10
161245,10
943571,100
391825,40
106449,60
960006,25
450615,65
400964,100
373462,65
772480,30
303162,50
879713,55
148970,90
724750,100
138814,40
554341,70
435087,90
135659,65
243713,70
230964,80
332193,85
904073,75
803021,65
805447,50
720065,55
469027,90
527500,55
386150,100
228571,70
974691,80
101574,50
508729,50
527793,70
348657,75
325008,50
472784,50
346663,60
404380,70
345230,50
769925,50
82720,60
879713,60
210963,65
68205,60
396465,55
45073,70
935743,60
939372,65
188240,50
47890,50
504181,40
412503,80
758868,60
288391,75
974524,100
599244,30
127742,60
157757,80
563502,60
823529,80
533944,50
958143,40
535863,45
693151,55
675943,70
914229,80
219597,10
617832,90
368413,30
900006,50
295294,30
641401,40
776705,30
879074,40
755873,45
727543,65
734160,70
315741,30
383537,100
194397,80
909652,75
563088,75
988238,55
22128,100
437210,75
82368,55
469027,80
233044,50
781927,100
509344,30
297168,80
271150,65
60265,50
862211,80
98379,65
563088,65
551193,80
877687,50
768447,40
364250,55
144480,40
338882,40
111702,55
402858,60
483826,30
345230,55
443075,50
637365,40
555467,35
617850,50
683160,60
764490,80
835759,75
307013,40
885457,55
459884,80
264309,75
875046,70
300053,40
769925,50
726280,50
523034,50
295277,80
651070,100
241639,80
193178,55
699226,40
741173,60
47890,55
106683,80
363963,85
454866,50
477770,60
386150,100
230964,85
889854,40
521601,70
819263,75
883447,100
412165,80
818994,45
430585,45
860813,70
122219,55
102630,5
281183,50
451442,85
122576,80
37232,10
346035,45
84165,50
958394,100
89927,45
763195,90
333943,45
479057,50
835303,30
906231,40
530821,70
114764,100
923636,100
941322,87
474220,40
224959,50
319258,55
473829,67
867115,97
782732,80
208955,30
567690,50
979480,95
652299,28
243713,60
481698,5
111249,20
274314,65
82368,50
190295,30
844877,55
563818,38
117986,25
635780,95
662263,65
37281,45
541811,60
568102,25
505289,50
857031,98
238030,45
722697,50
950281,80
534135,70
617850,50
122313,70
586789,65
567763,40
295299,15
205959,55
585385,70
726622,97
165456,70
278693,70
915674,30
823271,50
739004,100
950995,50
854961,40
12864,40
754219,38
114435,86
108795,60
276681,65
72433,42
980200,70
234142,50
978763,34
995891,85
271628,30
168882,70
722697,65
12356,50
316329,42
16793,55
540027,80
651466,40
914874,43
675943,75
72433,45
619199,56
298250,70
367552,65
334134,85
912972,50
124782,50
574090,65
420641,70
623470,30
537879,55
969963,70
579070,96
912972,50
935337,55
248241,56
809115,60
450615,70
66825,60
729297,65
117711,92
16067,100
219597,100
72433,42
843058,70
764420,65
766182,50
90629,85
350780,50
295929,43
270733,85
92753,90
164566,50
435765,37
76096,55
167580,70
623734,75
187183,55
262774,50
447839,50
328554,45
479057,40
172228,100
360074,35
780344,50
856411,40
772324,100
723497,35
721027,45
804919,75
969963,60
477719,60
355869,70
753179,40
332708,85
514007,45
568435,90
387073,45
974691,90
554124,80
328554,45
535777,60
309214,75
111702,55
500546,75
509883,65
57792,50
401145,50
56483,55
72433,35
165139,60
148564,50
72106,75
958394,100
915487,50
398999,100
730457,75
259181,65
296657,100
738472,95
154257,90
895205,90
602224,45
519108,70
471592,75
889854,55
633485,60
127742,60
82810,70
599661,60
423407,50
731566,50
952058,60
501285,85
794712,30
857031,100
630745,65
867188,90
231964,45
961123,90
533061,70
237585,35
24343,80
304624,60
843058,70
881950,60
738217,50
757754,100
146560,45
469027,95
581121,50
703446,85
724219,40
970203,95
58699,60
650161,40
502388,30
791706,60
401675,50
150333,50
472784,65
766460,56
819403,100
663799,70
716655,70
899564,50
57412,70
197442,95
444805,100
57412,70
968216,40
540175,45
214851,60
177291,75
106449,50
24369,40
769925,30
747446,85
339967,65
334134,80
395563,45
682415,55
694028,65
435087,100
923636,90
523034,45
724750,100
619798,70
68205,40
238030,40
273707,55
899564,40
508729,50
57412,65
904073,60
578,100
223212,85
687733,40
640673,80
92833,60
157757,60
811835,35
952058,75
204630,45
37377,65
114764,100
14641,65
485453,90
124810,60
211616,70
558657,55
664364,65
210245,45
718175,90
398497,20
183294,70
554971,60
150670,50
69918,100
997821,40
136096,70
746331,50
840818,40
143133,95
949374,65
787468,60
592584,45
307013,45
262546,55
162633,40
438995,100
433064,85
682821,40
80566,58
764490,80
333972,45
45073,65
613868,65
568102,35
289902,100
968216,50
106683,92
519716,85
949374,65
535777,60
863875,30
268690,80
719181,40
606158,62
853935,62
61183,50
844877,20
131522,58
368844,100
876859,75
540175,60
742602,40
472784,60
133766,100
52906,35
703446,87
879713,65
980885,40
307013,35
764525,35
48243,58
489808,67
296930,100
232607,35
425192,100
520937,58
744847,65
232198,100
400886,70
919912,95
191229,80
585075,48
758473,95
722237,80
440507,40
360463,60
451857,45
753179,42
263789,95
337996,100
548062,40
527793,85
36287,65
259576,70
500700,55
18012,75
560283,60
904640,100
535541,65
26849,58
662269,58
36333,55
538216,65
991199,60
140761,99
909652,75
254911,65
670755,65
866476,60
913876,33
290058,35
178216,55
42610,80
454362,45
935081,50
554922,75
907499,30
336461,50
149009,68
619199,55
96577,60
540027,70
742267,60
124810,55
568102,33
160246,50
998822,60
426849,40
722697,65
774570,65
476088,75
667013,60
847082,70
842804,50
916576,70
125819,70
235477,90
916576,70
367997,50
188240,65
484863,35
194413,55
605658,50
210245,50
503799,30
952956,45
962293,45
851084,50
542429,75
799286,72
811835,40
454362,40
223410,60
18012,70
217328,65
14588,65
928200,67
53921,100
952269,40
5961,58
520482,90
283620,95
127574,55
382886,66
796069,100
343995,85
386150,100
927171,75
607735,68
786398,55
823890,95
366160,100
853952,98
413601,100
677107,95
372848,70
107444,65
448271,55
82303,94
123098,65
479632,60
821168,100
681295,80
478168,75
253336,65
394459,100
614925,100
783602,60
774342,50
1704,60
181670,95
283750,95
734190,50
413601,100
478754,55
235601,50
360352,60
983556,50
452634,40
4554,70
549668,50
28430,85
572268,65
571031,100
644948,90
936554,48
400083,70
33851,70
273490,45
657842,55
316135,75
719888,60
565696,45
562631,55
983556,45
707061,80
689781,60
959286,45
273490,45
745831,10
565319,90
958451,75
780225,45
504518,50
71060,55
127723,55
718539,35
868557,83
487694,50
121341,65
924345,50
756758,90
347553,45
775777,57
574006,85
913675,65
823413,30
234361,30
28430,75
342045,65
705108,80
313769,65
175512,90
430778,70
534103,40
777988,60
528072,65
411531,60
467240,95
922508,60
506229,25
960530,60
817224,65
884517,65
628679,45
497238,80
258821,40
588811,35
884561,98
220189,65
308047,45
124946,30
910367,95
473484,68
478863,50
586080,60
532271,50
2070,50
462032,65
991468,35
749354,45
894435,30
600778,100
39271,62
297538,55
10072,70
961216,35
626029,80
518569,90
532899,75
884233,70
780885,55
648766,100
203662,75
412548,50
20140,70
281264,60
866822,62
473484,65
717401,65
890190,60
408907,50
205477,35
199411,70
592924,30
414749,50
328421,45
828270,75
894435,40
563330,60
228090,30
82882,100
481758,75
169509,50
208867,65
306061,85
711726,60
486039,60
866865,60
857852,85
123738,100
671787,70
511531,70
155896,95
453528,98
414199,40
